,label,text
99,0,bq run example sql streaming java structured kafka word count subscribe topic runs park example raises following error quote exception thread main debug context cleaner got cleaning task clean broadcast org apache spark sql streaming streaming query exception job aborted due stage failure task stage failed times recent failure lost task stage tid localhost executor driver java lang illegalstateexception error reading delta file tmp temporary state delta hdfs state store provider id op part dirt mp temporary bcbb fcc abb state tmp temporary bcbb fcc abb state delta exist org apache spark sql execution streaming state hdfs backed state store provider org apache spark sql execution streaming state hdfs backed state store provider update from delta file hdfs backed state store provider scala org apache spark sql execution streaming state hdfs backed state store provider a non fun org apache spark sql execution streaming state hdfs backed state store provider load map an on fun apply hdfs backed state store provider scala org apache spark sql execution streaming state hdfs backed state store provider a non fun org apache spark sql execution streaming state hdfs backed state store provider load map an on fun apply hdfs backed state store providers ca lascala option get or else options cala org apache spark sql execution streaming state hdfs backed state store provider a non fun org apache spark sql execution streaming state hdfs backed state store provider load map apply hdfs backed state store provider scala org apache spark sql execution streaming state hdfs backed state store provider a non fun org apache spark sql execution streaming state hdfs backed state store provider load map apply hdfs backed state store providers ca lascala option get or else options cala org apache spark sql execution streaming state hdfs backed state store provider org apache spark sql execution streaming state hdfs backed state store provider load map hdfs backed state store provider scala org apache spark sql execution streaming state hdfs backed state store provider get store hdfs backed state store provider scala org apache spark sql execution streaming state state store get state store scala org apache spark sql execution streaming state state store rdd compute state store rdd scala org apache spark r ddr dd compute or read checkpoint rdd scala org apache spark r ddr dd iterator rdd scala org apache spark rdd map partitions rdd compute map partitions rdd scala org apache spark r ddr dd compute or read checkpoint rdd scala org apache spark r ddr dd iterator rdd scala org apache spark rdd map partitions rdd compute map partitions rdd scala org apache spark r ddr dd compute or read checkpoint rdd scala org apache spark r ddr dd iterator rdd scala org apache spark scheduler result task run task result task scala org apache spark scheduler task run task scala org apache spark executor executor task runner run executor scala java util concurrent threadpool executor run worker threadpool executor java java util concurrent threadpool executor worker run threadpool executor java java lang thread run thread java caused java io filenotfoundexception file exist tmp temporary state delta org apache had oop hdfs servername node inode file value of inode file java org apache had oop hdfs servername node inode file value of inode file java org apache had oop hdfs servername no defs name system get block locations in tfs name system java org apache had oop hdfs servername no defs name system get block locations fs name system java org apache had oop hdfs servername no defs name system get block locations fs name system java org apache had oop hdfs servername node name node rpc server get block locations name node rpc server java org apache had oop hdfs protocol pb client name node protocol server side translator pb get block locations client name node protocol server side translator pb java org apache had oop hdfs protocol proto client name node protocol protos client name node protocol call blocking method client name node protocol protos java org apache hadoopipcprotobufrpc engine server proto buf rpc invoker call proto buf rpc engine java org apache had oop ipc rpc server call rpc java org apache had oop ipc server handler run server java org apache had oop ipc server handler run server java java security access controller do privileged native method javax security auth subject do as subject java org apache had oop security user group information do as usergroup information java org apache had oop ipc server handler run server java sun reflect native constructor access or impl new instance native method sun reflect native constructor access or impl new instance native constructor access or impl java sun reflect delegating constructor access or impl new instance delegating constructor access or impl java java lang reflect constructor new instance constructor java org apache had oop ipc remoteexception instantiate exception remoteexception java org apache had oop ipc remoteexception unwrap remoteexception remoteexception java org apache had oop hdfs dfs client call get block locations dfs client java org apache had oop hdfs dfs client get located blocks dfs client java org apache had oop hdfs dfs client get located blocks dfs client java org apache had oop hdfs dfs input stream fetch located blocks and get last block length dfs input stream java org apache had oop hdfs dfs input stream open info dfs input stream java org apache had oop hdfs dfs input stream dfs input stream java org apache had oop hdfs dfs client open dfs client java org apache had oop hdfs distributed filesystem do call distributed filesystem java org apache had oop hdfs distributed filesystem do call distributed filesystem java org apache had oop fs filesystem link resolver resolve filesystem link resolver java org apache had oop hdfs distributed filesystem open distributed filesystem java org apache had oop fs filesystem open file system java org apache spark sql execution streaming state hdfs backed state store provider org apache spark sql execution streaming state hdfs backed state store provider update from delta file hdfs backed state store provider scala quote checked spark configuration file found values park sql adaptive enabled true modify false example program work bug thanks file exist tmp temporary bcbb fcc abb state delta
100,0,add test setting location managed table
101,1,use jdbc py spark check lower bound upper bound give friendly suggestion check lower bound upper bound whether equal none jdbc api
102,0,partial download download error cleaned spark r session continue stuck error messages park r hangs download untar failure
103,0,data source file formats park xml based base relation use shadooprddnewhadooprdd input file block holder work python udf method reproduce running following codes bin py spark packages com data bricks spark xml input file block holder work python udf data source file format
104,0,redirect handler started http port ssl enabled redirects root server additional handlers go handler deeplink non https server redirected http sport tested history server normal ui fix ssl redirect handler redirects serverroot
105,1,currently sql implement overwrites calling fs delete directly original data ideal since original file send deleted even job aborts extend commit protocol allow file overwrites managed well add delete with job hook internal commit protocol api
106,0,mlr application fails spark yarn cluster modem lr example fails yarn cluster mode due lacks e package
107,1,spark support aes encryption added spark network library authentication different spark processes still performed using sasl digest md mechanism means authentication part weakest link since aes keys currently encrypted using des strongest cipher supported sasl spark really claim provide full benefits using a es encryption add new auth protocol need disclaimers aes based authentication mechanisms park
108,0,glm family gamma data dy error r backend handler fit org apache spark mlr generalized linear regression wrapper failed java lang reflect invocation target exception sun reflect native method access or impl invoke native method sun reflect native method access or impl invoke native method access or impl java sun reflect delegating method access or impl invoke delegating method access or impl java java lang reflect method invoke method java org apache spark api rr backend handler handle method call r backend handler scala org apache spark api rr backend handler channel read r backend handler scala org apache spark api rr backend handler channel read r backend handler scala i one tty channel simple channel inbound handler channel read simple channel inbound handler java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel abstract channel handler context fire channel read abstract channel handler context java i one tty handler timeout idle state handler channel read idle state handler java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel abstract channel handler context fire channel read abstract channel handler context java i one tty handler codec message to message decoder channel read message to message decoder java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel abstract channel handler context fire channel read abstract channel handler context java i one tty handler codec byte to message decoder fire channel read byte to message decoder java i one tty handler codec byte to message decoder channel read byte to message decoder java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel abstract channel handler context fire channel read abstract channel handler context java i one tty channel default channel pipeline head context channel read default channel pipeline java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel abstract channel handler context invoke channel read abstract channel handler context java i one tty channel default channel pipeline fire channel read default channel pipeline java i one tty channel nio abstract nio byte channel nio byte unsafe read abstract nio byte channel java i one tty channel nio nio event loop process selected key nio event loop java i one tty channel nio nio event loop process selected keys optimized nio event loop java i one tty channel nio nio event loop process selected keys nio event loop java i one tty channel nio nio event loop run nio event loop java i one tty util concurrent single thread event executor run single thread event executor java i one tty util concurrent default thread factory default runnable decorator run default thread factory java java lang thread run thread java caused java lang illegalargumentexception gl me cdf parameter family given invalid value gamma org apache spark m lparam param validate params scala org apache spark m lparam param pair params scala org apache spark m lparam param minus greater params scala org apache spark m lparam params class set params scala org apache spark ml pipeline stage set pipeline scala org apache spark ml regression generalized linear regression set family generalized linear regression scala org apache spark mlr generalized linear regression wrapper fit generalized linear regression wrapper scala org apache spark mlr generalized linear regression wrapper fit generalized linear regression wrapper scala error handle errors return status conn java lang illegalargumentexception gl me cdf parameter family given invalid value gamma org apache spark m lparam param validate params scala org apache spark m lparam param pair params scala org apache spark m lparam param minus greater params scala org apache spark m lparam params class set params scala org apache spark ml pipeline stage set pipeline scala org apache spark ml regression generalized linear regression set family generalized linear regression scala org apache spark mlr generalized linear regression wrapper fit generalized linear regression wrapper scala org apache spark mlr generalized linear regression wrapper fit generalized linear regression wrapper scala sun reflect native method access or impl invoke native method sun reflect native method access or impl invoke native method access or impl java sun reflect delegating method access or impl invoke delegating method access or impl java spark r glm gamma family results error
109,0,may be partition match something wrong partition value set empty string alter table tablename drop partition empty string drop whole table
110,0,returned result empty table loading refresh metadata cache loading datatable returned empty result loading hive table
111,0,tests failed windows via app vey or due problem problem line https git hub com apache sparkblobcebcsqlhivesrc main scala org apache spark sql hive execution script transformations cal al always assume bash located bin bash cases installing cygwin use bash cmd using bash windows located script transformation work windows due fixed bash executable location
112,0,adding distributed lda model training summary spark r found log prior original loaded model different example test readwrite distributed lda model add test val log prior model as instance of distributed lda model log prior val log prior model as instance of distributed lda model log prior assert log prior log prior test fails equal distributed lda model returns different log prior original loaded model
113,0,see reproduction https data bricks prod cloud front cloud data bricks com public ececeaaafbcfc latest html consider following cached tables used subquery expression
114,0,config spark sql files ignore corrupt files used ignore corrupt files reading files sql currently ignore corrupt files config two issues work parquet ignore corrupt files files can rdd actually begin read files early inferring data schema files corrupt files read schema fail program related issue reported http apache spark developers list n nabble com skip corrupted parquet blocks footer tc html files can rdd assume begin read files starting consume iterator however possibly files read case ignore corrupt files config work config ignore corrupt files work parquet
115,0,met problem like https issues apache org jira browse spark parameter map evaluate function return map public map evaluate text url runs park sql udf getting following exceptions cala match error interface java util map class java lang class org apache spark sql hive hive inspectors class java class to datatype hive inspectors scala org apache spark sql hive hive simple udf java class to datatype hive udfs scala org apache spark sql hive hive simple udf datatype lzycomputehiveudfsscala org apache spark sql hive hive simple udf datatype hive udfs scala org apache spark sql catalyst expressions alias to attribute named expressions scala org apache spark sql catalyst plans logical project an on fun output apply basic operators scala org apache spark sql catalyst plans logical project an on fun output apply basic operators scala scala collection traversable like a non fun map apply traversable like scala scala collection traversable like a non fun map apply traversable like scala scala collection mutable resizable array class for each resizable array scala scala collection mutable array buffer for each array buffer scala scala collection traversable like class map traversable like scala scala collection abstract traversable map traversable scala org apache spark sql catalyst plans logical project output basic operators scala org apache spark sql catalyst plans logical insert into table resolved lz y compute basic operators scala spark sql use hive udf throw exception return map value
116,0,update structured streaming programming guide update mode
117,0,bug caused fix spark https git hub com apache spark pull reproduced adding following test predicate suite scala consistently fail val value non foldable literal double positive infinity double type check evaluation value list value true bug causing org apache spark sql catalyst expressions predicate suite fail approximately time fails any time value infinity infinity correct answer true eg http sampl abcs berkeley edu jenkins jobs park pull request builder test report org apache spark sql catalyst expressions predicate suite http sampl abcs berkeley edu jenkins jobs park pull request builder console catalyst always returns false infinity
118,0,spark ldap ass optimizer em online backend however lda wrapper set optimizer based valuer therefore optimizer em is distributed field false true addition summary method bring back results related distributed lda models park rld a set optimizer correctly
119,0,right use drop duplicates stream get exception attribute replacement broken example drop duplicates uses expression id alias attribute breaks attribute replacement
120,1,remove supports partial flag aggregate function
121,0,looks like bug introduced spark preventing read data parquet table hive support enabled whose name starts underscore create insert statements table instead seems work expected problem reproduced spark shell following steps create table values scala spark sql create table int using parquet show scala spark sql insert values show select data created filled table results scala spark sql select show rename table prefixing underscore disappears scala spark sql alter table rename show select data renamed table results shown scala spark sql select show unable retrieve data parquet table whose name starts underscore
122,0,fix event time watermark suite delay months years handled correctly
123,0,data managed table deleted table dropped however partition location location partitioned table deleted expected users specify location partition adding partition managed partitioned table in memory catalog user specified partition location deleted table dropping
124,1,remove useless database name simple catalog relation remove database name simple catalog relation
125,0,currently py spark work python running bin py spark simply throws error works fine seems properly sethi jected one py spark work python
126,0,putting one column query may return correctly null data demonstrate problem following data set query subquery one column may return incorrect results
127,0,using view name fist char numerical value data frame create or replace temp view view name string causes create or replace temp view throws org apache spark sql catalyst parser parseexception view name firstchar numerical
128,0,add doc streaming rest api
129,0,https git hub com apache spark pull merged unable build intellij got following compilation error unable build compiles park intellij due missing scala deps spark tags
130,1,since spark sql hive thrift server single session configuration sql component conf moved spark conf static sql conf introduced spark sql hive thrift server single session sql configuration modified different sessions later static sql configuration added perfect fit spark sql hive thrift server single session previously moves park sql warehouse dirs park conf static sql conf moves park sql hive thrift server single session sql conf
131,1,right context cleaner reference buffer concurrent linked queue time complexity remove action n changed use concurrent hashmap whose remove change context cleaner reference buffer concurrent hashmap make faster
132,1,sort partitions redistributed at a logical operators actually used removed note sort operator global flag false subsumed sort partitions remove sort partitions redistributed at a
133,0,https spark tests app spot com test details suite name org apache spark streaming basic operations suite test name rdd cleanup map window fix flaky test streaming basic operations suite rdd cleanup map window
134,1,recently hit bug com thoughtworks para name r para name r causes jackson fail handle byte array defined case class find https git hub com faster xml jackson module scala issues suggests caused bug parana merlet upgrade para name r since using jackson jackson module para name ruse com thoughtworks para name r para name r suggests upgrade para name r upgrade com thoughtworks para name r para name r
135,1,currently sql interface recovering partitions directory table update catalog msc k repair table alter table table recover partitions actually hard remember msc k clue means new scalable partition handling table repair becomes much important making visible data created data source partitioned tabled esri able add catalog interface users repair table add recover partitions api catalog
136,0,logical plan fails create eg source options invalid user can not use code detect failure place receiving error thread uncaught exception handler bug logical plan lazy try create streaming query exception wrap exception thrown creating logical plan calls logical plan again shard user see failure stream execution fails create logical plan
137,0,current implementation spark streaming considers batch completed matter results jobs https git hub com apache sparkblobdbbcefebbabcc streaming src main scala org apache spark streaming scheduler job schedulers cal all et consider following case micro batch contains jobs read two different kafka topics respectively one jobs failed due problem user defined logic one finished successfully main threads park streaming application execute line mentioned another thread checkpoint writer make checkpoint file immediately line executed due current error handling mechanisms park streaming streamingcontext closed https git hub com apache sparkblobdbbcefebbabcc streaming src main scala org apache spark streaming scheduler job scheduler scala l user recovers checkpoint file job set containing failed job removed taken completed checkpoint constructed data processed failed job would never reprocessed might missed something checkpoint thread handle job completion potential bug potential issue semantics batch completed
138,0,currently spark r tests r runtest ssh succeeds tests park sqlr clean test table people result test data accumulated every run test cases fail following failure result second run fix spark r sql test drop test table
139,0,internally use calendar interval parse delay non determin stic intervals like month year handled way generated delay milliseconds delay threshold months years event time watermark delay threshold specified months years gives incorrect results
140,0,reading mentioned csv data even though maximum decimal precision following exception thrown java lang illegalargumentexception requirement failed decimal precision exceeds max precision decimal unable read given csv data excep ion java lang illegalargumentexception requirement failed decimal precision exceeds max precision
141,0,unsupported operations checking dont check whether aggregation expression is distinct true streaming df group by agg count distinct key gives incorrect results distinct aggregates give in correct answers streaming data frames
142,0,smile gator found following query raise syntax error note group clause commented could multiple values ccv value avg ccv output non aggregate expressions without group subquery yield error
143,1,spark rml libr getting bigger add ml wrappers like split multiple files make us easy maintain ml lib classification rml lib regression rml lib clustering rml lib feature rml lib classification rml lib regression rml lib clustering rml lib features rr convention prefer first way sure whether r supports second organized way check later please let know preference think start new release cycle good opportunity since involves less conflicts proposal approved work cc felix cheung joseph kb mengxrsplitsparkrmllibr multiple files
144,0,trying run sqlquery spark cluster extracting around million records spark sql thrift server interface query works fine spark version however spark thrift server hangs fetching data partitions using incremental collect mode partitions per documentation max memory taken thrift server required biggest data partition observed thrift server releasing old partitions memory whenever gc occurs even though moved next partition data fetches case version investigation found spark execute statement operation scala modified spark sql fix spark sql thrift server fetch results bug result set iterator duplicated keep reference first set vali trait r biter duplicate iter header i traiter it rb suspect resulting memory cleared gc confirm created iterator test class fetched data without duplicating second time creating duplicate could see first instance ran fine fetched entire dataset second instance driver hanged fetching data partitions spark sql thrift server hangs extracting huge data volumes incremental collect mode
145,0,bug introduced subquery handling generate tree string numbers trees including inner children used print subqueries getnode numbered ignores result getnode numbered always correct repro output looks like note project node getnode numbered ignores inner child result returns wrong one getnode numbered generate tree string consistent
